title,exercise_path
Pull-up (Bodyweight),/exercise/244
Pull-up (Resistance Band),/exercise/454
Pull-up with Knee Raise,/exercise/656
Pull-up with Legs Help (Bodyweight),/exercise/63
Pull-ups with Static Raised Knees,/exercise/1256
Pullover (Barbell),/exercise/241
Pullover (Dumbbell),/exercise/242
Pullover (Machine),/exercise/243
Push and Jerk (Kettlebell),/exercise/1209
Push Press (Barbell),/exercise/944
Push Press (Dumbbell),/exercise/945
Push Press (Kettlebell),/exercise/946
"Push-up (Bar, Bodyweight)",/exercise/249
Push-up (Bodyweight),/exercise/246
Push-up (BOSU Dome Down),/exercise/828
Push-up (Medicine Ball),/exercise/552
Push-up (Parallettes),/exercise/977
Push-up (Resistance Band),/exercise/261
Push-up (Straps),/exercise/346
Push-up and Hip Abduction (Bodyweight),/exercise/528
Push-up Lock-off (BOSU Dome Up),/exercise/873
Push-up Lock-Off (Medicine Ball),/exercise/550
Push-up Rolling Ball (Medicine Ball),/exercise/553
Push-up Row,/exercise/532
Push-up Squat Throw (Medicine Ball),/exercise/508
Push-up to Side Bridge,/exercise/529
Push-up to Side Plank,/exercise/436
Push-up with Shoulder Abduction (Dumbbell),/exercise/530
Push-Up with Shoulder Horizontal Abduction,/exercise/533
Push-up with Spinal Flexion,/exercise/776
Quadriceps and Ilio-psoas Stretch,/exercise/251
Quadriceps and Ilio-psoas Stretch in the Lunge Position,/exercise/254
Quadriceps and Ilio-psoas Stretch while Sitting,/exercise/253
Quadriceps and ITB Release (Foam Roller),/exercise/685
Quadriceps Longitudinal Release (Foam Roller),/exercise/683
Quadriceps Release (Foam Roller),/exercise/684
Quadruped Plank,/exercise/1335
Quadruped Reach Through,/exercise/1336
Rack Pulls,/exercise/1257
Reach Roll and Lift,/exercise/1342
Reaching Lunge,/exercise/1198
Reaching Lunge (Fitskate),/exercise/634
Rear / Reverse Lunges (Barbell),/exercise/1194
Rear Delt High Row (Cable),/exercise/1182
Rear Delt High Row (Machine),/exercise/256
Rear Delt High Row (Rings),/exercise/1225
Rear Delt Row Incline Bench (Dumbbell),/exercise/1446
Rear Lunge,/exercise/191
Rear Lunge (Dumbbell),/exercise/192
Rear Lunges (Resistance Band),/exercise/257
Rear Row (Bar) - Advanced Variation,/exercise/1396
Rear Row (Bodyweight),/exercise/258
Rear Row Fly,/exercise/259
Rebounding Jumps (Box),/exercise/721
Renegade Row (Kettlebell),/exercise/465
Reverse Crunch,/exercise/854
Reverse Crunch (Bodyweight),/exercise/262
Reverse Crunch (Stability Ball),/exercise/646
Reverse Curl (Barbell),/exercise/966
Reverse Elbow Plank,/exercise/1002
Reverse Fly (Machine),/exercise/1270
Reverse Fly (Straps),/exercise/363
"Reverse Fly, Low (Straps)",/exercise/187
Reverse Flys (Cable),/exercise/263
Reverse Flys (Resistance Band),/exercise/264
Reverse Frog Hypers,/exercise/1135
Reverse Grip Lat Pull-down (Cable),/exercise/165
Reverse Hip and Lumbar Extension,/exercise/1004
Reverse Hip Extension,/exercise/1005
Reverse Lunge (BOSU Dome Up),/exercise/872
Reverse Lunge (Sandbag),/exercise/923
Reverse Lunge Thruster (Barbell),/exercise/1213
Reverse Lunge Thruster (Dumbbell),/exercise/673
Reverse Lunge with Rotation,/exercise/195
Reverse Lunges with Medial Band Pull (Dumbbells),/exercise/1390
Reverse Lunges with Medial Band Pull (RNT),/exercise/1341
Reverse Nordic Curl,/exercise/1141
Reverse Plank,/exercise/1003
Reverse Plank to Seated Pike,/exercise/1343
Reverse Rotational Lunge & Knee-up,/exercise/1391
Reverse Scoop Throw (Medicine Ball),/exercise/506
Reverse Stepping Chop (Training Bar),/exercise/547
Reverse Zercher Lunge (Barbell),/exercise/1421
Rod Plank (Straps),/exercise/239
Roll Back Throw (Medicine Ball),/exercise/509
Roll-up,/exercise/629
Rolling Pistol Squat (Bodyweight),/exercise/1344
Rollout (Ab Wheel),/exercise/631
Rollout (Stability Ball),/exercise/636
Romanian Deadlift (Barbell),/exercise/437
Romanian Deadlift (Kettlebell),/exercise/484
Romanian Deadlift (Mini-Band),/exercise/1152
Rotational Lunge (Dumbbell),/exercise/535
Rotational Lunge (Medicine Ball),/exercise/536
Rotational Squat (Medicine Ball),/exercise/511
Rotational Throw (Medicine Ball),/exercise/512
Rotational Throw Side to Side (Medicine Ball),/exercise/640
Rotator Cuff Training with Mike Boyle,/exercise/620
Row (T Bar),/exercise/365
Row with Rotation (Cable),/exercise/568
Rowing Machine,/exercise/1424
Russian Twist,/exercise/1345
Sage Twist (Marichyasana),/exercise/16
Salmon Ladder,/exercise/696
Sandball Carry,/exercise/1258
Scapular Protraction (Bodyweight),/exercise/409
Scapular Pull-up (Bodyweight),/exercise/457
Scapular Push-up on Elbows,/exercise/1016
Scapular Retraction (Cable),/exercise/1469
Scissors (BOSU Dome Up),/exercise/874
Seated Adductors and Hamstrings Stretch,/exercise/269
Seated Adductors Hamstrings & Latissimus Stretches,/exercise/419
Seated Cable Row (Machine),/exercise/272
Seated Calf Press (Machine),/exercise/947
Seated Calf Raise (Bar),/exercise/619
Seated Crunches (Machine),/exercise/273
Seated Hip Abduction (Machine),/exercise/120
Seated Hip Adductions (Machine),/exercise/276
Seated Hip Internal Rotation (Cable),/exercise/843
Seated Leg Curl (Machine),/exercise/278
Seated Leg Lift in Pike,/exercise/984
Seated Leg Press (Machine),/exercise/182
Seated One-arm Concentration Curl (Cable),/exercise/1168
Seated Overhead Tricep Extension (Barbell),/exercise/1434
Seated Overhead Tricep Extension (Dumbbell),/exercise/1435
Seated Plate Overhead Tricep Extension,/exercise/1015
Seated Row (Machine),/exercise/281
Seated Row (Resistance Band),/exercise/282
Seated Shoulder Press (Barbell),/exercise/459
Seated Shoulder Press (Smith Machine),/exercise/1453
Seated Shoulder Press Close Grip (Machine),/exercise/1161
Seated Z Press (Dumbbell),/exercise/586
Self Resistance Leg Curl,/exercise/716
Shoulder External Rotation (Cable),/exercise/284
Shoulder External Rotation (Dumbbell),/exercise/559
Shoulder External Rotation (Mini Band),/exercise/1290
Shoulder Front Raises (Resistance Band),/exercise/285
Shoulder Internal Rotation (Cable),/exercise/287
Shoulder Mobility with External Rotation (Mini Band and Foam Roller),/exercise/1288
"Shoulder Oblique Raise, Y Lift (Resistance Band)",/exercise/290
Shoulder Press (Dumbbell),/exercise/295
Shoulder Press (Machine),/exercise/296
Shoulder Press (Resistance Band),/exercise/297
Shoulder Rotations Warmup,/exercise/1352
Shoulder to Shoulder Thruster (Sandbag),/exercise/940
Shouldering (Sandbag),/exercise/942
Shrimp Squat,/exercise/1291
Shrimp Squat (Foot to Floor),/exercise/1292
Shrimp Squat (Heel Up),/exercise/1293
Side Bend (Dumbbell/Kettlebell),/exercise/1271
Side Bends (Barbell),/exercise/300
Side Bends (Roman Chair),/exercise/301
Side Bent Hip Abduction (Bodyweight),/exercise/121
Side Bridge (BOSU Dome Up),/exercise/1333
Side Bridge (Straps),/exercise/537
Side Bridge and Lateral Raise,/exercise/538
Side Bridge with Shoulder and Hip Abduction (Stability Ball),/exercise/663
Side Flexion Lat Stretch,/exercise/420
Side Kicks (Cable / Resistance Band),/exercise/573
Side Lunge (Bodyweight),/exercise/193
Side Lunge (Kettlebell),/exercise/894
Side Lunge Stretch - PNF Strategies for Hip Impingement,/exercise/852
Side Lunge with Emphasis on Hip Adduction,/exercise/705
Side Lunge with Sumo Squat (Bodyweight),/exercise/698
Side Plank,/exercise/302
Side Plank (BOSU Dome Up),/exercise/832
Side Plank Clamshell,/exercise/1272
Side Raises (Stability Ball),/exercise/650
Side Squat (Skate),/exercise/1052
Side Squat with Hip Adduction (Skate),/exercise/1034
Side Squat with Hip Adduction (Slider),/exercise/1051
Side Squat with Lateral Raise (Dumbbell),/exercise/644
Side Star Plank,/exercise/1347
Side Step Plank,/exercise/783
Side to Side Burpee - 2 Jumps,/exercise/1274
Side to Side Burpee Jump,/exercise/1273
Side to Side Pull-up (Bodyweight),/exercise/678
Side to Side Waves (Battle Ropes),/exercise/790
Side-lying Clam,/exercise/864
Side-lying Clam (Resistance Band),/exercise/617
Side-lying Crunches,/exercise/1322
Side-lying Hip Abduction (Bodyweight),/exercise/122
Side-lying Hip Abduction (Resistance Band),/exercise/1156
Side-lying Hip Abduction (Stability Ball),/exercise/1047
Side-lying Lateral Raise Incline Bench (Dumbbell),/exercise/1439
Side-lying Shoulder External Rotation (Dumbbell),/exercise/283
Side-lying Toe Touch,/exercise/1326
Single Arm Overhead Reverse Lunge (Kettlebell),/exercise/1207
Single Arm Overhead Swing (Kettlebell),/exercise/1203
Single Leg Back & Hip Extension (GHD Machine),/exercise/1405
Single Leg Chair Squat (Bodyweight),/exercise/1339
Single Leg Extension (Straps),/exercise/180
Single Shoulder Loaded Squat Sandbag,/exercise/929
Single Stiff-leg Deadlift (Bodyweight),/exercise/433
Single Stiff-leg Deadlift (Kettlebell),/exercise/462
Single Stiff-leg Deadlift with Opposite Arm (Dumbbell),/exercise/429
Single Stiff-leg Deadlift with Opposite Arm (Kettlebell),/exercise/483
Single Stiff-leg Deadlift with Pelvic Rotation (Dumbbell),/exercise/431
Single-arm Arnold Press (Kettlebell),/exercise/1013
Single-arm Bent-over Row (Sandbag),/exercise/937
Single-arm Biceps Curl (Straps),/exercise/305
Single-arm Biceps Curls (Low Pulley),/exercise/1162
Single-arm Chest Press (Cable),/exercise/554
Single-arm Chest Press (Dumbbell),/exercise/1275
Single-arm Chest Press with Spinal Rotation (Cable),/exercise/1177
Single-arm Eccentric Pull-up,/exercise/1024
Single-arm Farmer's Carry,/exercise/848
Single-arm Front Rack Carry (Kettlebell),/exercise/1242
Single-arm Hang Power Snatch (Dumbbell),/exercise/807
Single-arm Hang Snatch (Dumbbell),/exercise/814
Single-arm Inverted Row with Bent Knees (Bar),/exercise/1393
Single-arm Inverted Row with Bent Knees (Rings),/exercise/1398
Single-arm Inverted Row with Straight Legs (Bar),/exercise/1394
Single-Arm Lat Pull-down (Plate-loaded),/exercise/1468
Single-arm Lat Pull-down (Resistance Band),/exercise/971
Single-Arm Lateral Raise (Cable),/exercise/214
Single-arm Overhead Carry (Olympic Plate),/exercise/1289
Single-arm Overhead Rack Carry (Kettlebell),/exercise/1243
Single-arm Overhead Tricep Extensions (Low Cable),/exercise/385
Single-arm Push-up (BOSU Dome Up),/exercise/875
Single-arm Row (Straps),/exercise/306
Single-arm Row on Bench (Dumbbell),/exercise/83
Single-arm Row on Bench (Resistance Band),/exercise/303
Single-arm Shoulder Press (Kettlebell),/exercise/467
Single-arm Snatch / Full Snatch (Dumbbell),/exercise/809
Single-leg and Single-arm Plank (Straps),/exercise/236
Single-leg Biceps Curl (Stability Ball),/exercise/780
Single-leg Bounce (Hurdle),/exercise/747
Single-leg Bridge (Resistance Band),/exercise/708
Single-leg Bridge (Sandbag),/exercise/918
Single-leg Bridge with Hip Abduction (Resistance Band),/exercise/1042
Single-leg Deadlift,/exercise/715
Single-leg Dragon Flag,/exercise/824
Single-leg Dynamic Front Lever,/exercise/1383
Single-Leg Glute Bridge,/exercise/616
Single-leg Glute Bridge (BOSU Dome Up),/exercise/833
Single-leg Glute Bridge with Hip Flexion,/exercise/779
Single-leg Good Morning (Barbell) ‎,/exercise/1373
Single-leg Good Morning (Sandbag),/exercise/910
Single-leg Hang Power Clean,/exercise/714
Single-leg Hip Hinge (Bodyweight),/exercise/786
Single-leg Hip Thrust,/exercise/1196
Single-leg Jump (Hurdle),/exercise/735
Single-leg Jump (Rope),/exercise/728
Single-leg L-Sit (Parallettes),/exercise/972
Single-leg Landmine RDL,/exercise/765
Single-leg Lateral Raise (Resistance Band),/exercise/667
Single-leg Plank (Straps),/exercise/240
Single-leg Rebounding Jumps (Box),/exercise/743
Single-leg Romanian Deadlift (Dumbbell),/exercise/428
Single-leg Rotational Squat,/exercise/1155
Single-leg Rotational Squat (Resistance Band),/exercise/709
Single-leg Side Squat (Bodyweight),/exercise/869
Single-leg Side Squat (Slider),/exercise/868
Single-leg Side Squat (Straps),/exercise/344
Single-leg Squat (Straps),/exercise/307
Single-leg Squat and Hop (Straps),/exercise/304
Single-leg Stair Hop,/exercise/732
Single-leg Standing Calf Raises (Bodyweight),/exercise/329
Single-leg Supine Slider Runners,/exercise/1353
Sit-up,/exercise/308
Sit-up and Spinal Roll (Dumbbell),/exercise/1367
Sit-up Overhead Wall Throw (Medicine Ball),/exercise/1399
Sit-up Wall Throw (Medicine Ball),/exercise/815
Skater Squat (Dumbbell),/exercise/719
Ski Machine,/exercise/1474
Ski Step (Battle Rope),/exercise/792
Sled Pulls (Rope),/exercise/1245
Sled Push,/exercise/1244
Sled Row,/exercise/1246
Slider Lunge,/exercise/855
Slider Lunge with Overhead Press,/exercise/863
Slider Pike,/exercise/857
Slider Pike to Push-up,/exercise/858
Sliding Leg Curls,/exercise/860
Sliding Mountain Climbers,/exercise/856
Sliding Plank,/exercise/882
Snatch,/exercise/449
Spider Curl (EZ bar),/exercise/1444
Spinal Extension (Resistance Band),/exercise/313
Spinal Rotation (Stability Ball),/exercise/772
Spinning Bike,/exercise/1475
Split Jerk (Barbell),/exercise/1477
Split Jumps,/exercise/736
Split Jumps with Twist (Medicine Ball),/exercise/737
Split Squat (Barbell),/exercise/932
Split Squat (Bodyweight),/exercise/931
Split Stance Squat (Smith machine),/exercise/190
Split-Stance Good Morning (Barbell),/exercise/1206
Split-Stance Good Morning (Kettlebell),/exercise/489
Split-stance Romanian Deadlift (Dumbbell),/exercise/432
Splitter Chop (Training Bar),/exercise/548
Sprint - Drag - Carry (SDC),/exercise/914
Sprinter Sit-up,/exercise/1348
Sprinter Step-up Jump,/exercise/723
Squat (Bodyweight),/exercise/318
Squat (BOSU Dome Down),/exercise/829
Squat (Dumbbell),/exercise/319
Squat (Mini Band),/exercise/1158
Squat (Smith Machine),/exercise/320
Squat (Straps),/exercise/321
Squat and Calf Raise (Barbell),/exercise/325
Squat Jump (Barbell),/exercise/326
Squat Jump and Tuck Jump,/exercise/738
Squat Lateral Distracted (Resistance Band),/exercise/892
Squat Toss (Medicine Ball),/exercise/557
Squat with Rotational Force,/exercise/645
Squat with Upright Rows (Sandbag),/exercise/1259
Staggered - Stance Incline Chest Throw (Medicine Ball),/exercise/514
Stair Jump,/exercise/731
Standing Biceps Curls (Resistance Band),/exercise/331
Standing Broad Jump,/exercise/729
Standing Broad Jump Into Squat Jump,/exercise/730
Standing Calf Raises (Smith Machine),/exercise/330
Standing Chest Press (Cable),/exercise/555
Standing Cross Cable Fly Press (Cable Machine),/exercise/1436
Standing Diagonal Lifting (Resistance Band Bar),/exercise/1260
Standing Front Raise (Barbell),/exercise/1456
Standing Glute Kickback (Machine),/exercise/1470
Standing Glute Stretch,/exercise/231
Standing Hip Abduction (Cable),/exercise/123
Standing Hip Abduction (Machine),/exercise/124
Standing Hip Abduction (Mini Band),/exercise/1261
Standing Hip Abduction (Resistance Band),/exercise/125
Standing Hip Abduction (Stability Ball),/exercise/1046
Standing Hip Abductions (Mini Band),/exercise/1139
Standing Hip Adduction (Resistance Band),/exercise/734
Standing Hip Adductions (Cable),/exercise/333
Standing Hip Adductions (Machine),/exercise/334
Standing Hip Extension (Cable),/exercise/133
Standing Hip Extension(Resistance Band),/exercise/139
Standing Hip Flexion (Cable),/exercise/1178
Standing Leg Curl,/exercise/751
Standing Low to High Fly (Cable),/exercise/1458
Standing Overhead Side Stretch,/exercise/421
Standing Power Throw (SPT),/exercise/912
Standing Rollout (Straps),/exercise/337
Standing Shoulder Oblique Raise (Resistance Band / Cable),/exercise/291
Standing Shoulder Press (Barbell),/exercise/293
Standing Shoulder Press (Cable),/exercise/1190
Standing Shrugs (Barbell),/exercise/338
Standing Shrugs (Cable),/exercise/339
Standing Shrugs (Dumbbell),/exercise/340
Standing Shrugs (Resistance Band),/exercise/341
Standing Triceps Extension (Head to Bar),/exercise/1262
Static Squat,/exercise/1349
Static Wall Squat (Kettlebell),/exercise/1406
Step and Overhead Throw (Medicine Ball),/exercise/556
Step Forward Lunge (Bodyweight),/exercise/194
Step Forward Lunge (Sandbag),/exercise/920
Step Side Lunge (Straps),/exercise/345
Step-up (Barbell),/exercise/1276
Step-up (Bodyweight),/exercise/342
Step-up (Sandbag),/exercise/921
Step-up Jumps,/exercise/722
Stiff Single-leg Deadlift and Swap,/exercise/958
Stiff-leg Deadlift (Trap Bar),/exercise/1041
Stiff-Leg Pull Through (Band),/exercise/1374
Stiff-Leg Pull Through (Cable),/exercise/1460
Straddle Back Lever,/exercise/849
Straddle Dragon Flag,/exercise/819
Straddle Front Lever,/exercise/1214
Straddle Planche,/exercise/1350
Straddle Sit (Parallettes),/exercise/986
Straight Arm Frog Stand,/exercise/1038
Straight Arm Lat Pull-down (Cable),/exercise/166
Straight Arm Lat Pull-down (Resistance Band),/exercise/445
Straight Arm Pull-up,/exercise/1407
Straight Bar Dips,/exercise/480
Straight Leg Bear Walk,/exercise/1351
Straight Legs Abdominal Crunches,/exercise/1247
Stretches for the Latissimus Dorsi,/exercise/175
Strict Toes to Bar,/exercise/373
Sumo Deadlift,/exercise/768
Sumo Deadlift High Pull (Barbell),/exercise/1408
Sumo Deadlift High Pull (Sandbag),/exercise/939
Superman Arch Up,/exercise/1301
Superman Hold (Arch Hold),/exercise/1300
Superman Hold (I Variation),/exercise/1302
Superman Hold (T Variation),/exercise/1303
Superman Hold (W Variation),/exercise/1304
Supinated Front Raise (Cable),/exercise/1457
Supinated Grip Lat Pull-down (Plate-loaded),/exercise/1467
Supinated Pull-up (Bodyweight),/exercise/679
Supinated Seated (Cable Row),/exercise/1183
Supine Bent-leg Raise,/exercise/850
Supine Bicycles,/exercise/411
Supine Elbows Plank (Straps),/exercise/348
Supine Front Raise (Stability Ball),/exercise/666
Supine Leg Lowering,/exercise/412
Supine Posterior Pelvic Tilt,/exercise/1044
Supine Push-up,/exercise/1409
Supine Slider Runners,/exercise/861
Supine Slider Runners (Variation),/exercise/862
Supine Spinal Rotation,/exercise/785
Supine Suspended Leg Curl (Straps),/exercise/352
Suspended Abducted Lunge (Straps),/exercise/349
Suspended Atomic Push-up (Straps),/exercise/350
Suspended Crossing Lunge (Straps),/exercise/351
Suspended Crunch,/exercise/539
Suspended Glute Bridge (straps),/exercise/353
Suspended Hamstring Curl (Straps),/exercise/622
Suspended Incline Press (Leg Down),/exercise/355
Suspended Incline Press (Straps),/exercise/354
Suspended Oblique Atomic Close Grip Push-up,/exercise/358
Suspended Pike (Straps),/exercise/540
Suspended Prone Plank Oblique (Straps),/exercise/359
Suspended Push-up,/exercise/360
Swing (Kettlebell),/exercise/362
Swing (Rings),/exercise/1282
Swing and Rear Lunge (Kettlebell),/exercise/472
"Swing Clean and Push-Press, HS (Kettlebell)",/exercise/501
Swing Jump,/exercise/1208
Swing Pull (Rings),/exercise/1281
Swing Squat Style (Kettlebell),/exercise/469
Swing Switch (Kettlebell),/exercise/1202
Swing to Snatch (Kettlebell),/exercise/471
Switch Pull-up (Bodyweight),/exercise/681
Tall Kneeling Arnold Press (Dumbbell),/exercise/1011
Tall Kneeling Chop (Cable Bar),/exercise/562
"Tall Kneeling Chop, Spiral Line (Cable)",/exercise/583
Tall Kneeling Close Grip Shoulder Press,/exercise/1277
Tall Kneeling Shoulder Press,/exercise/1006
Tensor Fascia Latae (TFL) Stretch,/exercise/127
Tensor Fasciae Latae Release (Ball),/exercise/1355
The Spiral Line,/exercise/567
The Spiral Line and Diagonal / Spinal Patterns,/exercise/579
The Yoke Walk,/exercise/1263
Thomas Test Stretch (Foam Roller),/exercise/691
Thorax Extension (Bench),/exercise/369
Thorax Extension (Roman Chair),/exercise/370
Three Repetition Maximum Deadlift (MDL),/exercise/911
Thruster (Barbell),/exercise/371
"Thruster (BOSU DomeUp, Dumbbell)",/exercise/831
Thruster (Dumbbell),/exercise/372
Thruster (Resistance Band),/exercise/859
Thruster (Sandbag),/exercise/941
Tibialis Raise,/exercise/1278
Tiger Bend Narrow Grip Push-up,/exercise/991
Tiger Bend Narrow Grip Push-up (Parallettes),/exercise/994
Tiger Bend Standard Grip Push-up,/exercise/992
Tiger Bend Standard Grip Push-up (Parallettes),/exercise/995
Toe Flexion,/exercise/702
Toes to Bar (Straight Legs),/exercise/374
Trapezius Release,/exercise/1284
Triangle Pose,/exercise/128
Triceps Brachii Stretch,/exercise/376
Triceps Brachii Stretch - Using the Wall,/exercise/424
Triceps Dips,/exercise/62
Triceps Extension (Bodyweight),/exercise/996
Triceps Extension (Resistance Band),/exercise/379
Triceps Extension (Rings),/exercise/1223
Triceps Extension - Overhead (Dumbbell),/exercise/384
Triceps Extension - Overhead (High Cable),/exercise/383
Triceps Extension Head Below Bar (Bodyweight),/exercise/877
Triceps Extension Head Below Bench (Bodyweight),/exercise/879
Triceps Extension Head to Bench (Bodyweight),/exercise/881
"Triceps Kick Back, Advanced Variation",/exercise/387
Triceps Kick-back (Offset Stance),/exercise/386
Triceps Kick-back (Resistance Band),/exercise/389
Triceps Kickback (Cable),/exercise/446
Triceps Kickback (Dumbbell),/exercise/388
Triceps Press (Offset Stance),/exercise/391
Triceps Push-down (Cable),/exercise/392
Triceps Push-down (Machine),/exercise/393
Tripod Foot,/exercise/707
Trunk Horizontal Rotation Side to Side (Cable),/exercise/674
Trunk Horizontal Rotations (Resistance Band),/exercise/394
Tuck Dragon Flag,/exercise/818
Tuck Front Lever,/exercise/1215
Tuck L-Sit,/exercise/999
Tuck L-Sit (Parallettes),/exercise/973
Tuck L-Sit Back to Wall (Bodyweight),/exercise/1380
Tuck L-Sit to V-Sit (Parallettes),/exercise/1404
Tuck Planche Narrow Push-up,/exercise/883
Tuck Planche Push-up to Straddle Planche,/exercise/884
Tuck V-Sit Swing,/exercise/1372
Tucked Back Lever,/exercise/851
Tucked Planche,/exercise/1357
Tucked Planche (Parallettes),/exercise/981
Turkish Get-up (Kettlebell),/exercise/1298
Twisting Overhead Press (Cable),/exercise/839
Two Position Clean,/exercise/960
Typewriter Pull-up (Rings),/exercise/885
Typewriter Push-up (Bodyweight),/exercise/671
Typewriter Push-up (Parallettes),/exercise/980
Upper Trapezius Stretch,/exercise/395
Upright Row (Resistance Band),/exercise/396
Upright Rows (Barbell),/exercise/397
Upright Rows (Low Pulley),/exercise/398
Upright Shoulder External Rotation (Cable),/exercise/1165
Upward Bow Pose (Urdhva Dhanurasana),/exercise/713
Upward Facing Dog (Urdhava mukha svanasana),/exercise/1151
V-Sit (Parallettes),/exercise/1403
V-Sit Hold,/exercise/277
Vertical Hack Squat (Machine),/exercise/1448
Walk Out (Stability Ball),/exercise/802
Walk Out to Push-up (Stability Ball),/exercise/803
Walking Pull Back Butt Kicks,/exercise/1358
Walking Spiderman with Hip Lift and Overhead Reach,/exercise/1359
Wall Ball (Medicine Ball),/exercise/515
Wall Plank (Foam Roller),/exercise/1264
Wall Pseudo Planche Lean,/exercise/1361
Wall Squat with Shoulder Press (Stability Ball),/exercise/661
Wall Triceps Extension,/exercise/378
Wall Walk,/exercise/657
Warm-up Routine,/exercise/1279
Warrior Lunge Stretch,/exercise/689
Weighted Hollow Body Hold (Plate),/exercise/1366
Weighted Inverted Row (Bar),/exercise/1395
Weighted Inverted Row (Rings),/exercise/1412
Weighted Rear Row (Bar),/exercise/1397
Weighted Walking Lunge (Kettlebell),/exercise/492
Wide Grip Lat Pull-down (Cable),/exercise/1228
Wide Grip Lat Pull-down (Resistance Band),/exercise/400
Wide Stance Split Squat (Dumbbell),/exercise/1429
Wide Standing Squat (Barbell),/exercise/324
Wide-Stance Squat (Smith Machine),/exercise/401
Windmill (Kettlebell),/exercise/672
Windshield Wiper,/exercise/823
Wood Chop (Medicine Ball),/exercise/516
Wrist and Fingers Extensors Stretch,/exercise/402
Wrist Curl (Cable ),/exercise/838
Wrist Extension (Cable),/exercise/403
Wrist Extension (Dumbbell),/exercise/404
"Wrist Extension (High Pulley, Cable)",/exercise/452
"Wrist Extension (Low Pulley, Cable)",/exercise/453
Wrist Flexion (Cable),/exercise/1169
Wrist Flexion (Dumbbell),/exercise/405
Wrist Flexors Stretch,/exercise/406
Y Shoulder Fly (Straps),/exercise/407
Zercher Squat,/exercise/1014
